ID,Sura_No,Verse_No,Word_No,Segment_No,Word,Without_Diacritics,Segmented_Word,Morph_Tag,Morph_Type,Punctuation_Mark,Invariable_Declinable,Syntactic_Role,Possessive_Construct,Case_Mood,Case_Mood_Marker,Phrase,Phrasal_Function,Gloss
67017,49,13,8,4,وَجَعَلْنَاكُمْ,وجعلناكم,كم,OBJ_PRON,Suffix,,JONT_PRON,OBJ,NOT_CONSTRUCT,ACCUSATIVE,SUKUN,,,and-we-made-you
67018,49,13,9,1,شُعُوبَاً,شعوبا,شعوب,NOUN_CONCRETE,Stem,,DECLN,OBJ,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,nations
67018,49,13,9,2,شُعُوبَاً,شعوبا,ا,CASE_INDEF_(ACC_GEN),Suffix,,,,,,,,,nations
67019,49,13,10,1,وَقَبَائِلَ,وقبائل,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-tribes
67019,49,13,10,2,وَقَبَائِلَ,وقبائل,قبائل,NOUN_CONCRETE,Stem,,DECLN,CONJ_N,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,and-tribes
67020,49,13,11,1,لِتَعَارَفُوا,لتعارفوا,ل,PREP,Prefix,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,KASRA,,,that-you-may-know-one-another
67020,49,13,11,2,لِتَعَارَفُوا,لتعارفوا,تعارف,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,ACCUSATIVE,DEL_NUN,,,that-you-may-know-one-another
67020,49,13,11,3,لِتَعَارَفُوا,لتعارفوا,وا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,that-you-may-know-one-another
67021,49,13,12,1,إِنَّ,إن,إن,ANNUL_PART,Stem,,INVAR,ANNUL_PART,NOT_CONSTRUCT,INVARIABLE,FATHA,,,indeed
67022,49,13,13,1,أَكْرَمَكُمْ,أكرمكم,أكرم,ADJ_COMP,Stem,,DECLN,SUBJ_COP_PART,CONSTRUCT,ACCUSATIVE,FATHA,,,(the)-most-noble-of-you
67022,49,13,13,2,أَكْرَمَكُمْ,أكرمكم,كم,POSS_PRON,Suffix,,JONT_PRON,GEN_CONS,NOT_CONSTRUCT,GENITIVE,SUKUN,,,(the)-most-noble-of-you
67023,49,13,14,1,عِنْدَ,عند,عند,ADV,Stem,,INVAR,ADV_PLCE,CONSTRUCT,ACCUSATIVE,FATHA,,,near
67024,49,13,15,1,اللَّهِ,الله,ال,DET,Prefix,,,,,,,,,allah
67024,49,13,15,2,اللَّهِ,الله,له,NOUN_PROP,Stem,,DECLN,GEN_CONS,NOT_CONSTRUCT,GENITIVE,KASRA,,,allah
67025,49,13,16,1,أَتْقَاكُمْ,أتقاكم,أتقا,ADJ_COMP,Stem,,DECLN,PART_COP_PRED,CONSTRUCT,NOMINATIVE,IMP_DHAMMA,,,(is-the)-most-righteous-of-you
67025,49,13,16,2,أَتْقَاكُمْ,أتقاكم,كم,POSS_PRON,Suffix,,JONT_PRON,GEN_CONS,NOT_CONSTRUCT,GENITIVE,SUKUN,,,(is-the)-most-righteous-of-you
67026,49,13,17,1,إِنَّ,إن,إن,ANNUL_PART,Stem,,INVAR,ANNUL_PART,NOT_CONSTRUCT,INVARIABLE,FATHA,,,indeed
67027,49,13,18,1,اللَّهَ,الله,ال,DET,Prefix,,,,,,,,,allah
67027,49,13,18,2,اللَّهَ,الله,له,NOUN_PROP,Stem,,DECLN,SUBJ_COP_PART,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,allah
67028,49,13,19,1,عَلِيمٌ,عليم,عليم,ADJ_QUALIT,Stem,,DECLN,PART_COP_PRED,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,(is)-all-knower
67029,49,13,20,1,خَبِيرٌ,خبير,خبير,ADJ_QUALIT,Stem,,DECLN,PART_COP_PRED,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,all-aware
67029,49,13,20,2,خَبِيرٌ,خبير,(null),CASE_DEF_NOM,Suffix,,,,,,,,,all-aware
67030,49,14,1,1,قَالَتِ,قالت,قال,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,FATHA,,,say
67030,49,14,1,2,قَالَتِ,قالت,ت,SUFF_FEM_TA,Suffix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,say
67031,49,14,2,1,الْأَعْرَابُ,الأعراب,ال,DET,Prefix,,DEF_ART,,,,,,,the-bedouins
67031,49,14,2,2,الْأَعْرَابُ,الأعراب,أعراب,NOUN_RELATIVE,Stem,,DECLN,AGNT,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,the-bedouins
67032,49,14,3,1,آمَنَّا,آمنا,آمن,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,we-believe
67032,49,14,3,2,آمَنَّا,آمنا,نا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,we-believe
67033,49,14,4,1,قُلْ,قل,قل,CV,Stem,,INVAR,CV,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,say
67034,49,14,5,1,لَمْ,لم,لم,JUSSIVE_PART,Stem,,INVAR,PART_JUSSIVE,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,not
67035,49,14,6,1,تُؤْمِنُوا,تؤمنوا,ت,IMPERF_PREF,Prefix,,,,,,,,,you-believe;
67035,49,14,6,2,تُؤْمِنُوا,تؤمنوا,ؤمن,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,JUSSIVE,DEL_NUN,,,you-believe;
67035,49,14,6,3,تُؤْمِنُوا,تؤمنوا,وا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,you-believe;
67036,49,14,7,1,وَلَكِنْ,ولكن,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,but
67036,49,14,7,2,وَلَكِنْ,ولكن,لكن,PART,Stem,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,but
67037,49,14,8,1,قُولُوا,قولوا,قول,CV,Stem,,INVAR,CV,NOT_CONSTRUCT,INVARIABLE,DEL_NUN,,,say
67037,49,14,8,2,قُولُوا,قولوا,وا,CVSUFF_SUBJ:2MP,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,say
67038,49,14,9,1,أَسْلَمْنَا,أسلمنا,أسلم,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,we-have-submitted
67038,49,14,9,2,أَسْلَمْنَا,أسلمنا,نا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,we-have-submitted
67039,49,14,10,1,وَلَمَّا,ولما,و,CONJ,Prefix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-has-not-yet
67039,49,14,10,2,وَلَمَّا,ولما,لما,ADV,Stem,,INVAR,PART_JUSSIVE,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,and-has-not-yet
67040,49,14,11,1,يَدْخُلِ,يدخل,ي,IMPERF_PREF,Prefix,,,,,,,,,entered
67040,49,14,11,2,يَدْخُلِ,يدخل,دخل,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,JUSSIVE,SUKUN,,,entered
67041,49,14,12,1,الْإِيمَانُ,الإيمان,ال,DET,Prefix,,DEF_ART,,,,,,,the-faith
67041,49,14,12,2,الْإِيمَانُ,الإيمان,إيمان,GERUND,Stem,,DECLN,AGNT,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,the-faith
67042,49,14,13,1,فِي,في,في,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,in
67043,49,14,14,1,قُلُوبِكُمْ,قلوبكم,قلوب,NOUN_ABSTRACT,Stem,,DECLN,PREP_OBJ,CONSTRUCT,GENITIVE,KASRA,,,your-hearts
67043,49,14,14,2,قُلُوبِكُمْ,قلوبكم,كم,POSS_PRON,Suffix,,JONT_PRON,GEN_CONS,NOT_CONSTRUCT,GENITIVE,SUKUN,,,your-hearts
67044,49,14,15,1,وَإِنْ,وإن,و,CONJ,Prefix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,but-if
67044,49,14,15,2,وَإِنْ,وإن,إن,CONDITION_PART,Stem,,INVAR,PART_CONDITION,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,but-if
67045,49,14,16,1,تُطِيعُوا,تطيعوا,ت,IMPERF_PREF,Prefix,,,,,,,,,you-obey
67045,49,14,16,2,تُطِيعُوا,تطيعوا,طيع,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,JUSSIVE,DEL_NUN,,,you-obey
67045,49,14,16,3,تُطِيعُوا,تطيعوا,وا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,you-obey
67046,49,14,17,1,اللَّهَ,الله,ال,DET,Prefix,,,,,,,,,allah
67046,49,14,17,2,اللَّهَ,الله,له,NOUN_PROP,Stem,,DECLN,OBJ,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,allah
67047,49,14,18,1,وَرَسُولَهُ,ورسوله,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-his-messenger
67047,49,14,18,2,وَرَسُولَهُ,ورسوله,رسول,NOUN_CONCRETE,Stem,,DECLN,CONJ_N,CONSTRUCT,ACCUSATIVE,FATHA,,,and-his-messenger
67047,49,14,18,3,وَرَسُولَهُ,ورسوله,ه,POSS_PRON,Suffix,,JONT_PRON,GEN_CONS,NOT_CONSTRUCT,GENITIVE,DHAMMA,,,and-his-messenger
67048,49,14,19,1,لَا,لا,لا,NEG_PART,Stem,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,not
67049,49,14,20,1,يَلِتْكُمْ,يلتكم,ي,IMPERF_PREF,Prefix,,,,,,,,,he-will-deprive-you
67049,49,14,20,2,يَلِتْكُمْ,يلتكم,لت,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,JUSSIVE,SUKUN,,,he-will-deprive-you
67049,49,14,20,3,يَلِتْكُمْ,يلتكم,كم,OBJ_PRON,Suffix,,JONT_PRON,OBJ,NOT_CONSTRUCT,ACCUSATIVE,SUKUN,,,he-will-deprive-you
67050,49,14,21,1,مِنْ,من,من,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,of
67051,49,14,22,1,أَعْمَالِكُمْ,أعمالكم,أعمال,NOUN_ABSTRACT,Stem,,DECLN,PREP_OBJ,CONSTRUCT,GENITIVE,KASRA,,,your-deeds
67051,49,14,22,2,أَعْمَالِكُمْ,أعمالكم,كم,POSS_PRON,Suffix,,JONT_PRON,GEN_CONS,NOT_CONSTRUCT,GENITIVE,SUKUN,,,your-deeds
67052,49,14,23,1,شَيْئَاً,شيئا,شيئ,NOUN_ABSTRACT,Stem,,DECLN,OBJ,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,anything
67052,49,14,23,2,شَيْئَاً,شيئا,ا,CASE_INDEF_ACC,Suffix,,,,,,,,,anything
67053,49,14,24,1,إِنَّ,إن,إن,ANNUL_PART,Stem,,INVAR,ANNUL_PART,NOT_CONSTRUCT,INVARIABLE,FATHA,,,indeed
67054,49,14,25,1,اللَّهَ,الله,ال,DET,Prefix,,,,,,,,,allah
67054,49,14,25,2,اللَّهَ,الله,له,NOUN_PROP,Stem,,DECLN,SUBJ_COP_PART,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,allah
67055,49,14,26,1,غَفُورٌ,غفور,غفور,ADJ_INTENS,Stem,,DECLN,PART_COP_PRED,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,(is)-oft-forgiving
67056,49,14,27,1,رَحِيمٌ,رحيم,رحيم,ADJ_INTENS,Stem,,DECLN,PART_COP_PRED,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,most-merciful
67057,49,15,1,1,إِنَّمَا,إنما,إنما,KAAFA_MAKFOUFA,Stem,,INVAR,PART_PREV,NOT_CONSTRUCT,INVARIABLE,FATHA,,,only
67058,49,15,2,1,الْمُؤْمِنُونَ,المؤمنون,ال,DET,Prefix,,DEF_ART,,,,,,,the-believers
67058,49,15,2,2,الْمُؤْمِنُونَ,المؤمنون,مؤمن,NOUN_ACTIVE_PART,Stem,,DECLN,SUBJ,NOT_CONSTRUCT,NOMINATIVE,WAW,,,the-believers
67058,49,15,2,3,الْمُؤْمِنُونَ,المؤمنون,ون,NSUFF_MASC_PL_NOM,Suffix,,,,,,,,,the-believers
67059,49,15,3,1,الَّذِينَ,الذين,الذين,REL_PRON,Stem,,REL_PRON,PRED,NOT_CONSTRUCT,NOMINATIVE,FATHA,,,(are)-those-who
67060,49,15,4,1,آمَنُوا,آمنوا,آمن,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,DHAMMA,,,believe
67060,49,15,4,2,آمَنُوا,آمنوا,وا,PVSUFF_SUBJ:3MP,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,believe
67061,49,15,5,1,بِاللَّهِ,بالله,ب,PREP,Prefix,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,KASRA,,,in-allah
67061,49,15,5,2,بِاللَّهِ,بالله,ال,DET,Prefix,,,,,,,,,in-allah
67061,49,15,5,3,بِاللَّهِ,بالله,له,NOUN_PROP,Stem,,DECLN,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,in-allah
67062,49,15,6,1,وَرَسُولِهِ,ورسوله,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-his-messenger
67062,49,15,6,2,وَرَسُولِهِ,ورسوله,رسول,NOUN_CONCRETE,Stem,,DECLN,CONJ_N,CONSTRUCT,GENITIVE,KASRA,,,and-his-messenger
67062,49,15,6,3,وَرَسُولِهِ,ورسوله,ه,POSS_PRON,Suffix,,JONT_PRON,GEN_CONS,NOT_CONSTRUCT,GENITIVE,KASRA,,,and-his-messenger
67063,49,15,7,1,ثُمَّ,ثم,ثم,CONJ,Stem,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,then
67064,49,15,8,1,لَمْ,لم,لم,JUSSIVE_PART,Stem,,INVAR,PART_JUSSIVE,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,(do)-not
67065,49,15,9,1,يَرْتَابُوا,يرتابوا,ي,IMPERF_PREF,Prefix,,,,,,,,,doubt
67065,49,15,9,2,يَرْتَابُوا,يرتابوا,رتاب,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,JUSSIVE,DEL_NUN,,,doubt
67065,49,15,9,3,يَرْتَابُوا,يرتابوا,وا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,doubt
67066,49,15,10,1,وَجَاهَدُوا,وجاهدوا,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,but-strive
67066,49,15,10,2,وَجَاهَدُوا,وجاهدوا,جاهد,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,DHAMMA,,,but-strive
67066,49,15,10,3,وَجَاهَدُوا,وجاهدوا,وا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,but-strive
67067,49,15,11,1,بِأَمْوَالِهِمْ,بأموالهم,ب,PREP,Prefix,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,KASRA,,,with-their-wealth
67067,49,15,11,2,بِأَمْوَالِهِمْ,بأموالهم,أموال,NOUN_CONCRETE,Stem,,DECLN,PREP_OBJ,CONSTRUCT,GENITIVE,KASRA,,,with-their-wealth
67067,49,15,11,3,بِأَمْوَالِهِمْ,بأموالهم,هم,POSS_PRON,Suffix,,JONT_PRON,GEN_CONS,NOT_CONSTRUCT,GENITIVE,SUKUN,,,with-their-wealth
67068,49,15,12,1,وَأَنْفُسِهِمْ,وأنفسهم,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-their-lives
67068,49,15,12,2,وَأَنْفُسِهِمْ,وأنفسهم,أنفس,NOUN_ABSTRACT,Stem,,DECLN,CONJ_N,CONSTRUCT,GENITIVE,KASRA,,,and-their-lives
67068,49,15,12,3,وَأَنْفُسِهِمْ,وأنفسهم,هم,POSS_PRON,Suffix,,JONT_PRON,GEN_CONS,NOT_CONSTRUCT,GENITIVE,SUKUN,,,and-their-lives
67069,49,15,13,1,فِي,في,في,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,in
67070,49,15,14,1,سَبِيلِ,سبيل,سبيل,NOUN_ABSTRACT,Stem,,DECLN,PREP_OBJ,CONSTRUCT,GENITIVE,KASRA,,,(the)-way
67071,49,15,15,1,اللَّهِ,الله,ال,DET,Prefix,,,,,,,,,(of)-allah
67071,49,15,15,2,اللَّهِ,الله,له,NOUN_PROP,Stem,,DECLN,GEN_CONS,NOT_CONSTRUCT,GENITIVE,KASRA,,,(of)-allah
67072,49,15,16,1,أُولَئِكَ,أولئك,أولئك,DEM_PRON_MP,Stem,,DEM_NOUN,SUBJ,NOT_CONSTRUCT,NOMINATIVE,FATHA,,,those
67073,49,15,17,1,هُمُ,هم,هم,PRON,Stem,,DISJ_PRON,EXPLET,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,[they]
67074,49,15,18,1,الصَّادِقُونَ,الصادقون,ال,DET,Prefix,,DEF_ART,,,,,,,(are)-the-truthful
67074,49,15,18,2,الصَّادِقُونَ,الصادقون,صادق,NOUN_ACTIVE_PART,Stem,,DECLN,PRED,NOT_CONSTRUCT,NOMINATIVE,WAW,,,(are)-the-truthful
67074,49,15,18,3,الصَّادِقُونَ,الصادقون,ون,NSUFF_MASC_PL_NOM,Suffix,,,,,,,,,(are)-the-truthful
67075,49,16,1,1,قُلْ,قل,قل,CV,Stem,,INVAR,CV,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,say
67076,49,16,2,1,أَتُعَلِّمُونَ,أتعلمون,أ,INTERROG,Prefix,,INVAR,PART_INTERROG,NOT_CONSTRUCT,INVARIABLE,FATHA,,,will-you-acquaint
67076,49,16,2,2,أَتُعَلِّمُونَ,أتعلمون,ت,IMPERF_PREF,Prefix,,,,,,,,,will-you-acquaint
67076,49,16,2,3,أَتُعَلِّمُونَ,أتعلمون,علم,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,NOMINATIVE,NUN,,,will-you-acquaint
67076,49,16,2,4,أَتُعَلِّمُونَ,أتعلمون,ون,SUBJ_PRON,Suffix,,,AGNT,,,,,,will-you-acquaint
67076,49,16,2,5,أَتُعَلِّمُونَ,أتعلمون,None,None,Other_i3rab,,JONT_PRON,,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,will-you-acquaint
67076,49,16,2,6,أَتُعَلِّمُونَ,أتعلمون,None,None,Other_i3rab,,INVAR,,NOT_CONSTRUCT,INVARIABLE,FATHA,,,will-you-acquaint
67077,49,16,3,1,اللَّهَ,الله,ال,DET,Prefix,,,,,,,,,allah
67077,49,16,3,2,اللَّهَ,الله,له,NOUN_PROP,Stem,,DECLN,OBJ,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,allah
67078,49,16,4,1,بِدِينِكُمْ,بدينكم,ب,PREP,Prefix,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,KASRA,,,with-your-religion
67078,49,16,4,2,بِدِينِكُمْ,بدينكم,دين,NOUN_ABSTRACT,Stem,,DECLN,PREP_OBJ,CONSTRUCT,GENITIVE,KASRA,,,with-your-religion
67078,49,16,4,3,بِدِينِكُمْ,بدينكم,كم,POSS_PRON,Suffix,,JONT_PRON,GEN_CONS,NOT_CONSTRUCT,GENITIVE,SUKUN,,,with-your-religion
67078,49,16,4,4,بِدِينِكُمْ,بدينكم,None,None,Other_i3rab,,JONT_PRON,,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,with-your-religion
67078,49,16,4,5,بِدِينِكُمْ,بدينكم,None,None,Other_i3rab,,INVAR,,NOT_CONSTRUCT,INVARIABLE,FATHA,,,with-your-religion
67079,49,16,5,1,وَاللَّهُ,والله,و,CONJ,Prefix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,while-allah
67079,49,16,5,2,وَاللَّهُ,والله,ال,DET,Prefix,,,,,,,,,while-allah
67079,49,16,5,3,وَاللَّهُ,والله,له,NOUN_PROP,Stem,,DECLN,SUBJ,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,while-allah
67080,49,16,6,1,يَعْلَمُ,يعلم,ي,IMPERF_PREF,Prefix,,,,,,,,,knows
67080,49,16,6,2,يَعْلَمُ,يعلم,علم,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,VERB_SNT,PRED,knows
67081,49,16,7,1,مَا,ما,ما,REL_PRON,Stem,,REL_PRON,OBJ,NOT_CONSTRUCT,ACCUSATIVE,SUKUN,,,what
67082,49,16,8,1,فِي,في,في,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,(is)-in
67083,49,16,9,1,السَّمَاوَاتِ,السماوات,ال,DET,Prefix,,DEF_ART,,,,,,,the-heavens
67083,49,16,9,2,السَّمَاوَاتِ,السماوات,السماو,NOUN_CONCRETE,Stem,,DECLN,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,the-heavens
67083,49,16,9,3,السَّمَاوَاتِ,السماوات,ات,NSUFF_FEM_PL,Suffix,,,,,,,,,the-heavens
67083,49,16,9,4,السَّمَاوَاتِ,السماوات,None,None,Other_i3rab,,DECLN,,NOT_CONSTRUCT,GENITIVE,KASRA,,,the-heavens
67084,49,16,10,1,وَمَا,وما,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-what
67084,49,16,10,2,وَمَا,وما,ما,REL_PRON,Stem,,REL_PRON,CONJ_N,NOT_CONSTRUCT,ACCUSATIVE,SUKUN,,,and-what
67085,49,16,11,1,فِي,في,في,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,(is)-in
67086,49,16,12,1,الْأَرْضِ,الأرض,ال,DET,Prefix,,DEF_ART,,,,,,,the-earth
67086,49,16,12,2,الْأَرْضِ,الأرض,أرض,NOUN_CONCRETE,Stem,,DECLN,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,the-earth
67086,49,16,12,3,الْأَرْضِ,الأرض,(null),CASE_DEF_GEN,Suffix,,,,,,,,,the-earth
67087,49,16,13,1,وَاللَّهُ,والله,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-allah
67087,49,16,13,2,وَاللَّهُ,والله,ال,DET,Prefix,,,,,,,,,and-allah
67087,49,16,13,3,وَاللَّهُ,والله,له,NOUN_PROP,Stem,,DECLN,SUBJ,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,and-allah
67088,49,16,14,1,بِكُلِّ,بكل,ب,PREP,Prefix,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,KASRA,,,of-every
67088,49,16,14,2,بِكُلِّ,بكل,كل,NOUN_ABSTRACT,Stem,,DECLN,PREP_OBJ,CONSTRUCT,GENITIVE,KASRA,,,of-every
67089,49,16,15,1,شَيْءٍ,شيء,شيء,NOUN_ABSTRACT,Stem,,DECLN,GEN_CONS,NOT_CONSTRUCT,GENITIVE,KASRA,,,thing
67090,49,16,16,1,عَلِيمٌ,عليم,عليم,ADJ_QUALIT,Stem,,DECLN,PRED,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,(is)-all-knower
67091,49,17,1,1,يَمُنُّونَ,يمنون,ي,IMPERF_PREF,Prefix,,DECLN,,NOT_CONSTRUCT,NOMINATIVE,NUN,,,they-consider-(it)-a-favor
67091,49,17,1,2,يَمُنُّونَ,يمنون,من,IV,Stem,,JONT_PRON,IV,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,they-consider-(it)-a-favor
67091,49,17,1,3,يَمُنُّونَ,يمنون,ون,SUBJ_PRON,Suffix,,INVAR,AGNT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,they-consider-(it)-a-favor
67092,49,17,2,1,عَلَيْكَ,عليك,علي,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,to-you
67092,49,17,2,2,عَلَيْكَ,عليك,ك,POSS_PRON,Suffix,,JONT_PRON,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,FATHA,,,to-you
67093,49,17,3,1,أَنْ,أن,أن,SUBJUNC_PART,Stem,,INVAR,SUBOR_CONJ,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,that
67094,49,17,4,1,أَسْلَمُوا,أسلموا,أسلم,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,DHAMMA,,,they-have-accepted-islam
67094,49,17,4,2,أَسْلَمُوا,أسلموا,وا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,they-have-accepted-islam
67095,49,17,5,1,قُلْ,قل,قل,CV,Stem,,INVAR,CV,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,say
67096,49,17,6,1,لَا,لا,لا,NEG_PART,Stem,,INVAR,PART_JUSSIVE,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,(do)-not
67097,49,17,7,1,تَمُنُّوا,تمنوا,ت,IMPERF_PREF,Prefix,,,,,,,,,consider-a-favor
67097,49,17,7,2,تَمُنُّوا,تمنوا,من,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,JUSSIVE,DEL_NUN,,,consider-a-favor
67097,49,17,7,3,تَمُنُّوا,تمنوا,وا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,consider-a-favor
67098,49,17,8,1,عَلَيَّ,علي,علي,NOUN_PROP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,on-me
67099,49,17,9,1,إِسْلَامَكُمْ,إسلامكم,إسلام,GERUND,Stem,,DECLN,OBJ,CONSTRUCT,ACCUSATIVE,FATHA,,,your-islam
67099,49,17,9,2,إِسْلَامَكُمْ,إسلامكم,كم,POSS_PRON,Suffix,,JONT_PRON,GEN_CONS,NOT_CONSTRUCT,GENITIVE,SUKUN,,,your-islam
67100,49,17,10,1,بَلِ,بل,بل,CONJ,Stem,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,nay
67101,49,17,11,1,اللَّهُ,الله,ال,DET,Prefix,,,,,,,,,allah
67101,49,17,11,2,اللَّهُ,الله,له,NOUN_PROP,Stem,,DECLN,SUBJ,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,allah
67102,49,17,12,1,يَمُنُّ,يمن,ي,IMPERF_PREF,Prefix,,,,,,,,,has-conferred-a-favor
67102,49,17,12,2,يَمُنُّ,يمن,من,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,has-conferred-a-favor
